FS2_Mean	FS2_Std	TS4_Mean	TS4_Skew	TS3_Mean	TS3_Std	Label
10.3045916666667	0.0917715185478762	31.74525	0.247706469571016	38.4710166666667	0.0846589352090761	4
10.4030983333333	0.0191618708040231	34.4938666666667	-0.305291217192465	38.9789666666667	0.176920547777777	4
10.36625	0.026361190297921	35.64615	-0.0945717886920333	39.63195	0.25113325688141	4
10.3026783333333	0.0267496561484877	36.5794666666667	-0.190252007585102	40.4033833333333	0.285433781787143	4
10.23775	0.0291704592494079	37.4279	-0.181394082536054	41.31055	0.29357928071953	4
10.17872	0.0224471540410116	38.2120666666667	-0.153783632341097	42.1241166666667	0.266330627430163	4
10.14081	0.0176066433432486	38.9321	-0.253454363939282	42.8881166666666	0.201949657400784	4
10.0959783333333	0.0188207748644874	39.5589666666667	-0.13568755189334	43.5198833333333	0.159287937946165	4
10.03971	0.0193071794581977	40.0805333333333	-0.140194520039057	44.20125	0.177510527260035	4
9.99776166666668	0.0156770899448032	40.61255	0.0433749786212515	44.7971333333333	0.174852719299208	4
9.964415	0.0207710174749556	41.1002	0.0785673799010158	45.3650833333333	0.147712305314226	4
9.93145333333332	0.014950150519526	41.56785	-0.170423209664034	45.9214833333333	0.128072740410121	4
9.91413333333334	0.0177667757182123	42.0383333333333	0.0302085420473625	46.3910666666667	0.134710470025396	4
9.89122999999999	0.0191655758805047	42.4397166666667	-0.378514755093662	46.8681666666667	0.129018874807127	4
9.85693166666667	0.0173468109549296	42.7989333333333	-0.0780958847144911	47.3182666666667	0.127581129610802	4
9.83540166666667	0.016355003539902	43.1519666666667	0.0385861051968925	47.7086333333333	0.102154248054011	4
9.799335	0.0199994851770133	43.4455333333333	-0.140979265149716	48.06265	0.121253876401428	4
9.779605	0.0168685077166786	43.7320333333333	-0.0611626197240262	48.4443333333333	0.101734727611862	4
9.76064666666667	0.0168075174637535	44.044	-0.0714848319279461	48.7401833333334	0.0950679492350153	4
9.741035	0.0154687614015741	44.3038666666667	0.11830137144618	49.0861833333333	0.102704362897553	4
9.69586166666667	0.0299944212490534	44.4984833333333	0.314225642264632	49.34715	0.085582119350611	4
9.65690500000001	0.016149013160048	44.6685166666667	0.4070030363124	49.6260333333334	0.0729859440070414	4
9.63215833333333	0.0170300705437989	44.8552666666667	-0.269809326032055	49.8561166666667	0.0773015428764094	4
9.61686333333334	0.0180191325388129	45.05455	-0.580803357947131	50.0758833333333	0.0737825691754116	4
9.60663666666667	0.0186601623336835	45.2080333333333	-0.0683366037577145	50.2694833333333	0.0670288305454735	4
9.59562333333335	0.0194927696596429	45.32215	1.10129760371759	50.52235	0.0728987747217484	4
9.57423000000001	0.0179251951463592	45.4963166666667	-1.17936908538377	50.7212	0.052723712222382	4
9.55410333333335	0.0192115710704221	45.5381666666666	0.0139483137798413	50.9105	0.0702635474602221	4
9.53819999999999	0.0187297804166901	45.7708166666667	-0.608401962584762	51.0653333333333	0.0622538996577635	4
9.53080666666666	0.0177871656255442	45.7990833333333	0.526727000653675	51.1625333333333	0.0605479125776786	4
9.52189166666667	0.0174156664994938	45.93225	-1.84096915500868	51.3501833333333	0.0404368063864397	4
9.50546999999999	0.0192233797900088	46.07305	-0.369090720319055	51.4952833333333	0.058609044152735	4
9.49552833333333	0.019660198444922	46.0838166666667	-0.451817375975949	51.5795166666667	0.0613264373733219	4
9.48820666666667	0.0180419828214391	46.20785	-1.10008214501941	51.7301166666667	0.0642081075367148	4
