PS3_Skew	PS3_Kurt	FS1_Kurt	FS1_Std	TS1_Mean	TS1_Std	Label
-0.373578650883929	9.52216552388383	4.66173614374478	3.01542790161276	35.6219833333333	0.308229855441213	4
-0.312813671382993	9.94974456452677	4.63792070281592	3.00624813438903	36.6769666666667	0.585740179765816	4
-0.196022795887775	11.2132016264263	4.62457345702674	3.01424830002788	37.8808	0.559169080884261	4
-0.16620055290607	10.8833492361223	4.65571746831999	3.02017555832662	38.87905	0.51617574936962	4
0.0179919625181606	12.7312601157011	4.6194433623667	3.01155025329881	39.8039166666667	0.535373663005146	4
0.121776324188034	13.3143902940171	4.65270660380044	3.00485747696687	40.65945	0.510479117752154	4
-0.0662891785393658	11.1933104156597	4.70099962522077	3.0125156977745	41.4636333333333	0.510482688385456	4
0.0266541029468385	11.6252986096537	4.73425677655332	3.00471454525268	42.2152666666667	0.482575219979075	4
0.133962099926158	12.4889476308271	4.74825899331865	3.01383358063284	42.8919833333333	0.455513697413232	4
0.186960559251312	12.6136715902021	4.70671571713823	3.01064613277527	43.5328333333333	0.45666692853306	4
0.229275493378436	12.5945143334093	4.71709028311107	3.00718330401898	44.1061166666666	0.428950990510439	4
0.229717563237468	12.7158153080755	4.79783167001532	3.00515664095623	44.6385	0.406319424315736	4
0.219889775754523	12.548497849665	4.75670859418556	3.00796161929095	45.1596	0.38980752312487	4
0.321704187884282	13.3583946683289	4.8870553714463	3.01188578666032	45.6287333333333	0.400143527921986	4
0.489342660252436	15.3021497417138	4.9939341800823	3.02390018289003	46.0591833333333	0.361561748561153	4
0.483505800114989	15.4034215017463	4.9217746978685	3.0222046551306	46.46225	0.361467612305394	4
0.435815201237193	14.2419329329295	4.7891608426165	2.99827468055057	46.8395666666667	0.369196900599707	4
0.363853973538071	13.4951008034359	4.78011690606408	3.00871155633175	47.1521833333333	0.346244769484653	4
0.423190403150333	14.3651374485113	4.93489213071777	3.01864577690194	47.4697666666667	0.344803966249292	4
0.425362066788861	14.5198498044027	4.85195504693576	3.00327222737459	47.7510666666667	0.332348442159204	4
0.446150809364669	14.8470275001897	4.96355305412033	3.02104153699604	48.0262	0.339422480603426	4
